0 4.35055e-11
1 5.86781e-11
2 1.94187e-11
3 4.28982e-11
4 4.38039e-11
5 1.05415e-11
6 1.28817e-10
7 4.5286e-10
8 2.40282e-12
9 8.82415e-16
10 2.27791e-17
11 1.27591e-17
12 5.97116e-18
13 1.00894e-17
14 2.67695e-22
15 2.00704e-20
16 6.20401e-21
17 6.40533e-22
18 2.46077e-23
19 3.28414e-24
20 3.84251e-25
21 5.6437e-26
22 4.17332e-26
23 1.21604e-31
24 6.75034e-30
25 1.88815e-29
26 9.03825e-30
27 9.94013e-34
28 2.0837e-31
29 4.92979e-38
30 3.11005e-37
31 1.06339e-37
32 5.4914e-38
33 4.70156e-39
34 1.18795e-36
35 5.19637e-45
36 3.99668e-45
37 7.20193e-45
38 3.3568e-44
39 3.51496e-42
40 5.24555e-46
41 1.1103e-44
42 3.08932e-46
43 2.9786e-46
44 1.94393e-47
45 1.517e-47
46 4.75149e-49
47 1.94496e-50
48 1.79774e-50
49 6.77441e-50
50 4.27444e-50
51 1.05761e-56
52 2.29163e-56
53 7.05248e-55
54 2.20464e-55
55 2.16111e-55
56 1.68484e-59
57 4.32503e-59
58 4.03687e-60
59 8.03154e-61
60 9.93734e-63
61 7.87119e-62
62 5.77263e-66
63 2.2698e-64
64 1.66412e-65
65 3.16591e-65
66 3.33303e-67
67 3.10785e-70
68 1.42071e-72
69 2.19621e-75
70 1.012e-77
71 6.62841e-78
72 8.26349e-77
73 4.19852e-77
74 2.05658e-75
75 5.2461e-82
76 1.97764e-79
77 3.31487e-82
78 1.51629e-82
79 8.6932e-84
80 9.63736e-86
81 6.33189e-83
82 3.35275e-90
83 1.36558e-86
84 1.79534e-84
85 4.05232e-88
86 8.30214e-91
87 1.01023e-91
88 2.74781e-90
89 1.54793e-94
90 4.41666e-94
91 1.46817e-92
92 3.33508e-93
93 8.72828e-100
94 1.18881e-99
95 1.38948e-98
96 1.46335e-102
97 4.41077e-102
98 3.83383e-101
99 1.57785e-101
100 9.41083e-102
101 3.38798e-102
102 5.25908e-105
103 4.27999e-102
104 1.12481e-102
105 3.13052e-111
106 6.29893e-110
107 1.38143e-109
108 5.27593e-112
109 3.28965e-113
110 4.98844e-113
111 8.15782e-114
112 3.61083e-111
113 9.75995e-118
114 2.3071e-116
115 8.27922e-117
116 2.7108e-113
117 9.44246e-125
118 1.22e-123
119 1.99391e-122
